"","experiment.label","treatment","facs_sort","fos_status","ActivityStatus","CellID","ArcStatus","FosStatus","Activity_class"
"546","Jeager","A>A","Fos+","Fos+","Active","X021618_06","pos","pos","Reactivated"
"547","Jeager","A>A","Fos+","Fos+","Active","X021618_07","pos","neg","LateSignature"
"548","Jeager","A>A","Fos+","Fos+","Active","X021618_08","pos","neg","LateSignature"
"549","Jeager","A>A","Fos+","Fos+","Active","X021618_09","pos","neg","LateSignature"
"550","Jeager","A>A","Fos+","Fos+","Active","X021618_10","pos","pos","Reactivated"
"551","Jeager","A>A","Fos+","Fos+","Active","X021618_11","pos","pos","Reactivated"
"552","Jeager","A>A","Fos+","Fos+","Active","X021618_12","pos","pos","Reactivated"
"553","Jeager","A>A","Fos+","Fos+","Active","X021618_13","pos","neg","LateSignature"
"554","Jeager","A>A","Fos+","Fos+","Active","X021618_14","pos","neg","LateSignature"
"555","Jeager","A>A","Fos+","Fos+","Active","X021618_15","pos","neg","LateSignature"
"556","Jeager","A>A","Fos+","Fos+","Active","X021618_16","pos","pos","Reactivated"
"557","Jeager","A>A","Fos+","Fos+","Active","X021618_17","pos","pos","Reactivated"
"558","Jeager","A>A","Fos+","Fos+","Active","X021618_18","pos","pos","Reactivated"
"559","Jeager","A>A","Fos+","Fos+","Active","X021618_19","pos","neg","LateSignature"
"560","Jeager","A>A","Fos+","Fos+","Active","X021618_20","pos","neg","LateSignature"
"561","Jeager","A>A","Fos+","Fos+","Active","X021618_21","pos","neg","LateSignature"
"562","Jeager","A>A","Fos+","Fos+","Active","X021618_22","pos","pos","Reactivated"
"563","Jeager","A>A","Fos+","Fos+","Active","X021618_23","pos","pos","Reactivated"
"564","Jeager","A>A","Fos+","Fos+","Active","X021618_24","pos","pos","Reactivated"
"565","Jeager","A>A","Fos+","Fos+","Active","X021618_25","pos","neg","LateSignature"
"566","Jeager","A>A","Fos+","Fos+","Active","X021618_26","pos","neg","LateSignature"
"567","Jeager","A>A","Fos+","Fos+","Active","X021618_27","pos","neg","LateSignature"
"568","Jeager","A>A","Fos+","Fos+","Active","X021618_28","pos","pos","Reactivated"
"569","Jeager","A>A","Fos+","Fos+","Active","X021618_29","pos","pos","Reactivated"
"570","Jeager","A>A","Fos+","Fos+","Active","X021618_30","pos","pos","Reactivated"
"571","Jeager","A>A","Fos+","Fos+","Active","X021618_31","pos","neg","LateSignature"
"572","Jeager","A>A","Fos+","Fos+","Active","X021618_32","pos","neg","LateSignature"
"573","Jeager","A>A","Fos+","Fos+","Active","X021618_33","pos","neg","LateSignature"
"574","Jeager","A>A","Fos+","Fos+","Active","X021618_34","pos","pos","Reactivated"
"575","Jeager","A>A","Fos+","Fos+","Active","X021618_35","pos","pos","Reactivated"
"576","Jeager","A>A","Fos+","Fos+","Active","X021618_36","pos","pos","Reactivated"
"577","Jeager","A>A","Fos+","Fos+","Active","X021618_37","pos","neg","LateSignature"
"578","Jeager","A>A","Fos+","Fos+","Active","X021618_38","pos","neg","LateSignature"
"579","Jeager","A>A","Fos+","Fos+","Active","X021618_39","pos","neg","LateSignature"
"580","Jeager","A>A","Fos+","Fos+","Active","X021618_40","pos","pos","Reactivated"
"581","Jeager","A>A","Fos+","Fos+","Active","X021618_41","pos","pos","Reactivated"
"582","Jeager","A>A","Fos+","Fos+","Active","X021618_42","pos","pos","Reactivated"
"583","Jeager","A>A","Fos+","Fos+","Active","X021618_43","pos","neg","LateSignature"
"584","Jeager","A>A","Fos+","Fos+","Active","X021618_44","pos","neg","LateSignature"
"585","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_A2_frz507a",NA,NA,"Inactive"
"586","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_A3_frz507a",NA,NA,"Inactive"
"587","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_A4_frz507a",NA,NA,"Inactive"
"588","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_A5_frz507a",NA,NA,"Inactive"
"589","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_A6_frz507a",NA,NA,"Inactive"
"590","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_B1_frz507a",NA,NA,"Inactive"
"591","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_B2_frz507a",NA,NA,"Inactive"
"592","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_B3_frz507a",NA,NA,"Inactive"
"593","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_B4_frz507a",NA,NA,"Inactive"
"594","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_B5_frz507a",NA,NA,"Inactive"
"595","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_B6_frz507a",NA,NA,"Inactive"
"596","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_C1_frz507a",NA,NA,"Inactive"
"597","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_C2_frz507a",NA,NA,"Inactive"
"598","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_C3_frz507a",NA,NA,"Inactive"
"599","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_C4_frz507a",NA,NA,"Inactive"
"600","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_C5_frz507a",NA,NA,"Inactive"
"601","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_C6_frz507a",NA,NA,"Inactive"
"602","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_D1_frz507a",NA,NA,"Inactive"
"603","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_D2_frz507a",NA,NA,"Inactive"
"604","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_D3_frz507a",NA,NA,"Inactive"
"605","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_D4_frz507a",NA,NA,"Inactive"
"606","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_D5_frz507a",NA,NA,"Inactive"
"607","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_D6_frz507a",NA,NA,"Inactive"
"608","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_E1_frz507a",NA,NA,"Inactive"
"609","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_E2_frz507a",NA,NA,"Inactive"
"610","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_E3_frz507a",NA,NA,"Inactive"
"611","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_E4_frz507a",NA,NA,"Inactive"
"612","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_E5_frz507a",NA,NA,"Inactive"
"613","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_E6_frz507a",NA,NA,"Inactive"
"614","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_F1_frz507a",NA,NA,"Inactive"
"615","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_F2_frz507a",NA,NA,"Inactive"
"616","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_F3_frz507a",NA,NA,"Inactive"
"617","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_F4_frz507a",NA,NA,"Inactive"
"618","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_F5_frz507a",NA,NA,"Inactive"
"619","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_F6_frz507a",NA,NA,"Inactive"
"620","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_G1_frz507a",NA,NA,"Inactive"
"621","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_G2_frz507a",NA,NA,"Inactive"
"622","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_G3_frz507a",NA,NA,"Inactive"
"623","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_G4_frz507a",NA,NA,"Inactive"
"624","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_G5_frz507a",NA,NA,"Inactive"
"625","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_G6_frz507a",NA,NA,"Inactive"
"626","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_H1_frz507a",NA,NA,"Inactive"
"627","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_H2_frz507a",NA,NA,"Inactive"
"628","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_H3_frz507a",NA,NA,"Inactive"
"629","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_H4_frz507a",NA,NA,"Inactive"
"630","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_H5_frz507a",NA,NA,"Inactive"
"631","Lacar","Saline","GFP+","Fos-","Inactive","Dc1_HG_H6_frz507a",NA,NA,"Inactive"
"632","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K16_117",NA,NA,"Inactive"
"633","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K23_117",NA,NA,"Inactive"
"634","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K24_117",NA,NA,"Inactive"
"635","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K30_117",NA,NA,"Inactive"
"636","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K32_117",NA,NA,"Inactive"
"637","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K33_117",NA,NA,"Inactive"
"638","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K34_117",NA,NA,"Inactive"
"639","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K36_117",NA,NA,"Inactive"
"640","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K37_117",NA,NA,"Inactive"
"641","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K48_117",NA,NA,"Inactive"
"642","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K52_117",NA,NA,"Inactive"
"643","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K58_117",NA,NA,"Inactive"
"644","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K68_117",NA,NA,"Inactive"
"645","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K69_117",NA,NA,"Inactive"
"646","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K72_117",NA,NA,"Inactive"
"647","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K73_117",NA,NA,"Inactive"
"648","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K77_117",NA,NA,"Inactive"
"649","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K79_117",NA,NA,"Inactive"
"650","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K81_117",NA,NA,"Inactive"
"651","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K83_117",NA,NA,"Inactive"
"652","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K88_117",NA,NA,"Inactive"
"653","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K89_117",NA,NA,"Inactive"
"654","Lacar","HC","NeuN+/Prox1+","Fos-","Inactive","Dn1HNP_C1E40K94_117",NA,NA,"Inactive"
"655","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_C10_141204",NA,NA,"EarlySignature"
"656","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_C11_141204",NA,NA,"EarlySignature"
"657","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_C12_141204",NA,NA,"EarlySignature"
"658","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_C7_141204",NA,NA,"EarlySignature"
"659","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_C8_141204",NA,NA,"EarlySignature"
"660","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_C9_141204",NA,NA,"EarlySignature"
"661","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_D10_141204",NA,NA,"EarlySignature"
"662","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_D11_141204",NA,NA,"EarlySignature"
"663","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_D12_141204",NA,NA,"EarlySignature"
"664","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_D7_141204",NA,NA,"EarlySignature"
"665","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_D8_141204",NA,NA,"EarlySignature"
"666","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ui_ti_D9_141204",NA,NA,"EarlySignature"
"667","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_C1_141204",NA,NA,"Inactive"
"668","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_C2_141204",NA,NA,"Inactive"
"669","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_C3_141204",NA,NA,"Inactive"
"670","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_C4_141204",NA,NA,"Inactive"
"671","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_C5_141204",NA,NA,"Inactive"
"672","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_C6_141204",NA,NA,"Inactive"
"673","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_D1_141204",NA,NA,"Inactive"
"674","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_D2_141204",NA,NA,"Inactive"
"675","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_D3_141204",NA,NA,"Inactive"
"676","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_D4_141204",NA,NA,"Inactive"
"677","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_D5_141204",NA,NA,"Inactive"
"678","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ui_tn_D6_141204",NA,NA,"Inactive"
"679","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_A10_141204",NA,NA,"EarlySignature"
"680","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_A11_141204",NA,NA,"EarlySignature"
"681","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_A12_141204",NA,NA,"EarlySignature"
"682","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_A7_141204",NA,NA,"EarlySignature"
"683","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_A8_141204",NA,NA,"EarlySignature"
"684","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_A9_141204",NA,NA,"EarlySignature"
"685","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_B10_141204",NA,NA,"EarlySignature"
"686","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_B11_141204",NA,NA,"EarlySignature"
"687","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_B12_141204",NA,NA,"EarlySignature"
"688","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_B7_141204",NA,NA,"EarlySignature"
"689","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_B8_141204",NA,NA,"EarlySignature"
"690","Lacar","NE","Prox1+/Fos+","Fos+","Active","nc_ux_ti_B9_141204",NA,NA,"EarlySignature"
"691","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_A1_141204",NA,NA,"Inactive"
"692","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_A2_141204",NA,NA,"Inactive"
"693","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_A3_141204",NA,NA,"Inactive"
"694","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_A4_141204",NA,NA,"Inactive"
"695","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_A5_141204",NA,NA,"Inactive"
"696","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_A6_141204",NA,NA,"Inactive"
"697","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_B1_141204",NA,NA,"Inactive"
"698","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_B2_141204",NA,NA,"Inactive"
"699","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_B3_141204",NA,NA,"Inactive"
"700","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_B4_141204",NA,NA,"Inactive"
"701","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_B5_141204",NA,NA,"Inactive"
"702","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nc_ux_tn_B6_141204",NA,NA,"Inactive"
"703","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_G10_141204",NA,NA,"EarlySignature"
"704","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_G11_141204",NA,NA,"EarlySignature"
"705","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_G12_141204",NA,NA,"EarlySignature"
"706","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_G7_141204",NA,NA,"EarlySignature"
"707","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_G8_141204",NA,NA,"EarlySignature"
"708","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_G9_141204",NA,NA,"EarlySignature"
"709","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_H10_141204",NA,NA,"EarlySignature"
"710","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_H11_141204",NA,NA,"EarlySignature"
"711","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_H12_141204",NA,NA,"EarlySignature"
"712","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_H7_141204",NA,NA,"EarlySignature"
"713","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_H8_141204",NA,NA,"EarlySignature"
"714","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ui_ti_H9_141204",NA,NA,"EarlySignature"
"715","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_G1_141204",NA,NA,"Inactive"
"716","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_G2_141204",NA,NA,"Inactive"
"717","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_G3_141204",NA,NA,"Inactive"
"718","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_G4_141204",NA,NA,"Inactive"
"719","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_G5_141204",NA,NA,"Inactive"
"720","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_G6_141204",NA,NA,"Inactive"
"721","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_H1_141204",NA,NA,"Inactive"
"722","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_H2_141204",NA,NA,"Inactive"
"723","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_H3_141204",NA,NA,"Inactive"
"724","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_H4_141204",NA,NA,"Inactive"
"725","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_H5_141204",NA,NA,"Inactive"
"726","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ui_tn_H6_141204",NA,NA,"Inactive"
"727","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_E10_141204",NA,NA,"EarlySignature"
"728","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_E11_141204",NA,NA,"EarlySignature"
"729","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_E12_141204",NA,NA,"EarlySignature"
"730","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_E7_141204",NA,NA,"EarlySignature"
"731","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_E8_141204",NA,NA,"EarlySignature"
"732","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_E9_141204",NA,NA,"EarlySignature"
"733","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_F10_141204",NA,NA,"EarlySignature"
"734","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_F11_141204",NA,NA,"EarlySignature"
"735","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_F12_141204",NA,NA,"EarlySignature"
"736","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_F7_141204",NA,NA,"EarlySignature"
"737","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_F8_141204",NA,NA,"EarlySignature"
"738","Lacar","NE","Prox1+/Fos+","Fos+","Active","nm_ux_ti_F9_141204",NA,NA,"EarlySignature"
"739","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_E1_141204",NA,NA,"Inactive"
"740","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_E2_141204",NA,NA,"Inactive"
"741","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_E3_141204",NA,NA,"Inactive"
"742","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_E4_141204",NA,NA,"Inactive"
"743","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_E5_141204",NA,NA,"Inactive"
"744","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_E6_141204",NA,NA,"Inactive"
"745","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_F1_141204",NA,NA,"Inactive"
"746","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_F2_141204",NA,NA,"Inactive"
"747","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_F3_141204",NA,NA,"Inactive"
"748","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_F4_141204",NA,NA,"Inactive"
"749","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_F5_141204",NA,NA,"Inactive"
"750","Lacar","NE","Prox1+/Fos-","Fos-","Inactive","nm_ux_tn_F6_141204",NA,NA,"Inactive"
