gene,importance_score
Stxbp1,0.10286807850934869
Phf14,0.1027459151690839
Cpe,0.10270812782035957
Rpl5,0.10254063587002922
Actr3b,0.10251691297189061
Tmem263,0.10244872253119479
Med24,0.10243572209105009
Mgat4a,0.1024324765026775
Efhd2,0.10240757517140389
Flywch2,0.10233432686554772
Abhd16a,0.10199297449748557
Dennd5b,0.10195676539501015
Gm28438,0.10194858626149057
Fosb,0.10194702783207521
Grk3,0.10187566401668062
Ndrg3,0.10173267752156251
Canx,0.10147541973485727
Phf20,0.10135967557704018
Dnajc2,0.10121270352028633
Sort1,0.10112592778263096
Rbm3,0.10104198730655628
St7,0.10096861510932657
Mau2,0.10067895085297825
Gm37928,0.10066474097696523
Ccdc28a,0.10046185291357529
Brk1,0.10042257159892304
H2-D1,0.10030360006211983
S100a6,0.1002279367734023
Pum3,0.10018261593166555
Wls,0.10018006594182308
Mlec,0.10017671415383714
Itpr1,0.10000615080411075
Pea15a,0.0999451489224716
Gm996,0.09994199775329234
Reep1,0.09989431929499179
Rbms3,0.09975015317265155
Sult4a1,0.09905663909118352
Nrgn,0.09905027909281387
Psme3,0.09896669952746129
Plcb1,0.09891801085698206
Ncdn,0.0988394244767994
Atxn7l3b,0.09878592249913509
Erdr1,0.09869613097213624
Fxyd6,0.098582349411898
Phyhipl,0.09848215463234544
Matn2,0.09846991027189847
Tuba4a,0.09839174962627828
Dip2b,0.09835491340572433
Rab6a,0.09826281013275896
Rpl28,0.09821128116886566
Gm4924,0.09820092152198394
Clasp2,0.09819720534023389
Tcf20,0.098144734455101107
Gpr22,0.09813108932936589
Cd164,0.09806141878353727
Grik3,0.09798415496627605
Rgs7,0.09797214506476308
Zfp771,0.09789159406600609
Mical2,0.09776062907217868
Abhd2,0.09771079904666233
Gsg1l,0.09769434690819674
Crip2,0.09733183707795577
Nedd8,0.09716762670805709
Tiparp,0.09716622949719067
B3galt1,0.09712080466312534
Neurod6,0.09706312592257187
Lrrc8b,0.09701805319885708
Gm37602,0.0969327161373985
Nap1l3,0.09676096904260652
Timp2,0.0966872735274445
Tmem181a,0.0965248626666878
Scp2,0.09649620999496425
D030056L22Rik,0.09648388812952846
Thyn1,0.09647332478714889
Ndufa1,0.09633981078607397
Cdh13,0.09626053672019587
Gm15446,0.09614531738767247
Ep300,0.09593804160983117
B930095G15Rik,0.09590600286341487
Igf1,0.0957726472602148
Eps15,0.0957541410210778
Junb,0.09537579203125089
Ptk2b,0.09529694606974237
Gltscr2,0.09479947816407559
Rnf32,0.09452904772226736
Creb1,0.09441184960301871
Cys1,0.09413735864312862
Pdzrn3,0.09408868623579332
Tiprl,0.09402825429536918
Rac1,0.0939716761957444
Dgcr2,0.09391788609453704
Uchl5,0.09379593938604346
Dzip3,0.09375613195159249
Rsrp1,0.09373712159721573
Cnot4,0.09358100801312752
Msmo1,0.0935808544032194
Vps36,0.0935528622347875
Ccdc74a,0.09355038810999626
Me3,0.09352299518824188
Klf10,0.09340482320515374
Ktn1,0.09326985988871145
Marf1,0.09326206388987544
Comt,0.09322135886942375
Gm12940,0.09322109933594272
Rhou,0.09276619571567177
Tecpr1,0.09272986761766268
Tcf25,0.09264492135319564
Rufy2,0.09261280898269021
Cds2,0.09260845039761025
D630045J12Rik,0.09257932929651932
Dagla,0.0924804951806853
Endod1,0.09241983801384426
Dhrs3,0.09241960395354501
Gm6395,0.09233269093128309
Snx5,0.0922955179903943
Sv2b,0.09223483258870377
Nmd3,0.09217653568445158
Rab3a,0.09216798227627115
Nucks1,0.09208187791700136
Nat14,0.09207888576006222
Dnm3,0.09183486913451537
Aimp2,0.09172999456560943
Dlx5,0.0916560022941125
Rprd1a,0.09157356892498283
Rap2b,0.09157076752381554
Fam163b,0.09116540720489698
Hcn1,0.09092195167396848
2300009A05Rik,0.0908651657183325
Itpa,0.0907866018003258
Aldoc,0.09074041679622093
Hs3st2,0.09057916966317356
Trib2,0.09056729337073459
Clpb,0.09047355302329098
Kctd4,0.0903847115902497
Ide,0.09031829558099252
Pdpk1,0.09028199459792849
Jph4,0.09027367095529955
Tspan6,0.09022924517742052
Fam135b,0.09012513974813507
Ier5,0.09005191824627524
Bcas2,0.08992854474613231
Snrpn,0.08981882222944315
Ccdc127,0.08981811164668395
Nrxn3,0.08974281799509741
Kdsr,0.08968994502114931
Xpo5,0.08950136336803556
Atp5c1,0.08948759032302103
D17H6S53E,0.08933479113343813
Ago2,0.08929901043352376
Lamtor5,0.08923408349994974
Nxt2,0.08917717535899058
Ttc39b,0.08916692150272156
Prkci,0.08916564206035096
Hnrnph1,0.08903880897857085
Tmem30a,0.08899344233569487
Cspp1,0.08895392427171672
Tle3,0.08891314559395999
Mthfd2,0.08877112621025748
Cyfip2,0.08871007302320587
2610035D17Rik,0.08858634818937887
Mrps7,0.08853861648303762
Cobl,0.08844280154208124
Atxn2l,0.0883422471915185
App,0.08827769276553431
Cebpz,0.08827716981225893
Gm15720,0.08824656311340327
March7,0.08821512984129525
Clcn7,0.08819352520731207
Gm27000,0.08809174286137941
Elk1,0.08808931316144884
Gm29216,0.08801356470195136
Limd2,0.0880084177737864
Dnm1,0.0879690248312138
Clec2l,0.08795020058848647
A330023F24Rik,0.08793028124712762
C330007P06Rik,0.0877015397925926
Smpd3,0.08760000107150903
Zfp365,0.08756737800162534
Kif3a,0.08742533954037802
Wdr82,0.08742237117232952
Nudt11,0.08738714419095396
Clk1,0.08733852440881308
Spock1,0.08722882546108708
Kbtbd3,0.0872130065099774
Ivns1abp,0.08721024398953393
Tsen34,0.08710669071236
Tob2,0.08704476393198525
Gm2000,0.08691080821491773
Atp6ap2,0.0869107764884841
Atad1,0.08685954909212065
Atp6v1f,0.08684917253123069
Arhgap44,0.08681815488298393
Ppm1l,0.08678795879623283
Cacng3,0.08678746407083056
G0s2,0.08677801154507359
Satb1,0.08676588196631028
Rsbn1,0.0866884621804407
Fam234b,0.08657201474473183
Igsf21,0.08657068000896957
Lrrc42,0.0865343277960522
mt-Co2,0.08648105619246586
Col23a1,0.08646922299379964
Spon1,0.08644683233477586
Gm13509,0.08636116972653243
Gm12778,0.08628239706594532
Atg4c,0.08627574089285343
Sptb,0.08624646992929576
Atg4d,0.08616862461664304
Tmem55a,0.08609144865779386
Cdkn1a,0.08577739166537067
Kpnb1,0.08569296017777228
Syne1,0.08563795538686358
Tspan14,0.08562274472174115
Trappc12,0.08551731887146036
Ppp3r1,0.08546044277820972
Rspo3,0.08540997358939927
Slc1a2,0.08539623518141042
Dfna5,0.08538882634998654
Kcna2,0.08537525036306995
Pcp4l1,0.08535501667952403
Uckl1,0.08533089369398583
Cacnb3,0.08527677844667769
Plekhb2,0.08524280128135629
Pts,0.08522941265767928
Pcbd1,0.08516053296152688
Yars,0.08504543256338852
1110059E24Rik,0.08500809879758049
Rabl6,0.08500460381250935
Gpsm1,0.08496690367882039
Caly,0.08494165932362494
Flot1,0.0849339141178321
Tmem135,0.08490531717226374
Glcci1,0.08484871874234133
Txnl4b,0.08481483173103486
Siah2,0.08480702002788482
Gm37176,0.08477555061484361
Khdrbs2,0.08471247501088175
1110008P14Rik,0.084683880378924
Eif5a2,0.08464099676642774
Svop,0.08460041111393433
Rnf14,0.08443547922838297
Hnrnpk,0.08427152007756711
Slc26a4,0.08403558491013507
Cxxc4,0.08403434049006676
Sirt6,0.08403047738082942
Gtpbp6,0.08395615423420477
Cntn1,0.08394675641634611
Rab21,0.08394631740571952
Gm12166,0.0839010073081964
Thsd7a,0.08386883678131563
Gm5389,0.08381198538235769
1700020I14Rik,0.0838041477978243
9830144P21Rik,0.08375127423239656
Prepl,0.08373118619559668
Mtdh,0.08351074348383637
Hnrnpa0,0.08345972006331988
R3hdm4,0.0834373815943555
Rnaset2b,0.08338992776362926
Necap1,0.0831992847331955
Hnrnph3,0.08319684995519122
Llph,0.08319453549342902
AI593442,0.08306663123877887
Wbp11,0.08306599302178738
Sypl,0.08305344049417739
Syp,0.08303480954113457
Stxbp2,0.08303199081508637
Nectin1,0.08301792551380417
Anapc16,0.082968981758857
Hdac11,0.08294472895327813
Snrpa,0.08285152077535554
Scn8a,0.08284731327314629
Tpm1,0.08284159721743217
Ywhaz,0.08275690250143591
Cdc16,0.082713813076465
Btg2,0.08262695047048879
Ppp4r3a,0.0826115837593816
Nsd3,0.08254506992124501
Rps6-ps4,0.0825345498105722
Kcnk2,0.08250292634651357
Camk2n1,0.08230134026230755
Dnaja3,0.08227071070075985
Klhl2,0.08219848749925884
Zfp235,0.08216829670870558
Hs3st1,0.08208989155407007
Maged2,0.08205995155243298
Igfbp6,0.08205810547204254
Fam205c,0.08199112008737162
Srrm2,0.08198901813365993
Fam98c,0.08197064965746279
Setx,0.08196055369238833
Kcnq2,0.08192572900476415
Ddit3,0.08192123009968967
Ywhab,0.08191207967625914
Prpf19,0.08184698098904873
Tenm2,0.08173035085052965
Map1b,0.0817044647710025
Iqcb1,0.08167478307663364
Hbegf,0.08164497085794767
Vps8,0.08158292286436798
Atp5e,0.08144734561594204
Pdcd10,0.08138567104376189
Rps19,0.08138423537380562
Smc3,0.08133081240427947
Kif5a,0.08132350837438061
Ndfip1,0.08130307766304208
Scn1a,0.08129335455162845
Tbcb,0.08124205441170847
Slc25a25,0.08118368384982431
Rps27a,0.0811690063181327
Arl1,0.0811338543782267
Polr3d,0.08111554937402665
Ccni,0.08105578470442121
Wdr43,0.08100528932594812
Ddx1,0.08098502312651439
Psmd12,0.08091312870267356
Ufl1,0.08090625205744587
Anapc11,0.08083557808665401
Ube3a,0.080773053241806
Gar1,0.080729338824772
Nsa2,0.08068488080113051
Rmnd1,0.08067126720382269
Tomm34,0.0805766526235577
Chd3,0.08056966982396511
Chsy1,0.08055629428616995
Ubb,0.08051140275765474
Smarcad1,0.0804803567979847
Chmp5,0.0804635360942626
Rnf20,0.08045582542083692
Rdh14,0.08041657248297458
Wbp4,0.08038792071878938
Ahcy,0.08030283994873913
Etfa,0.0802166103816298
Chchd10,0.08020567828783981
Setd1b,0.08019329358451735
Ankmy2,0.08017920269734159
Hist1h1e,0.08009895249706162
Slc22a17,0.08008114463450779
Klf6,0.08006361825520027
Tsg101-ps,0.08005523732990728
Ccnh,0.0800315379909069
Tex10,0.07996820779111698
Pamr1,0.0798536647305929
Ndrg4,0.07985214871227078
2310061I04Rik,0.07981970245815542
Syvn1,0.07981098018632293
Tax1bp1,0.0797848336758743
Gm11451,0.07975263426467988
Pak7,0.07971350048767456
Supt16,0.07969679877524567
Gadd45b,0.07968752221950595
Sap130,0.07963672462099541
Enah,0.0796335204898682
Rnf214,0.07961988920250876
Ly6e,0.07958952045908689
Tnks,0.07953444501964613
Gm5835,0.0795058085676912
Fbxo2,0.07949734931424192
Nhp2,0.07948819930009461
Rbbp6,0.07945785539330417
Fbxo34,0.07942768577015409
Hras,0.07941704492604941
Shc4,0.07938848326138653
Mal2,0.07936949792838595
Btg1,0.07936691803617851
Srrd,0.0793531040324579
mt-Nd4,0.07932896979203255
Peg3,0.07927936905088641
Cacng2,0.07926667034103826
Nav1,0.07923485022886621
Gm8337,0.07919887074589209
Cacna1d,0.07918517889050258
Sox4,0.07916289903227237
Ptms,0.07914303070745245
Akap17b,0.07913693874666232
Tubb4b-ps1,0.07912788199894577
Fam213b,0.07912506364729817
Fmnl1,0.07911145971500491
Stx1b,0.07905727080284428
Gm1673,0.07901387482173301
Rpl37,0.07900386936411852
Ppp2r1b,0.07898363629599174
Snx22,0.0789005214363827
Zcchc17,0.07864570035501277
Cbx5,0.0786449447017792
Pkib,0.07855427655505429
Fbxo25,0.0785372232359952
Robo1,0.07849626352730601
Pabpc1,0.07848476128205542
Borcs5,0.07848372448051637
Stt3a,0.07846187955159445
Parva,0.07844559964835353
Olfm2,0.07841257733902604
Rps19-ps6,0.07836390209887913
Pigb,0.0782969351174415
Rnf13,0.07829017220594112
Sidt2,0.07825777512160569
Atp6v0d1,0.07817748029351626
Gm21981,0.07817533292666864
Rapgef4,0.07814001944465798
Yme1l1,0.0781167401660757
Psmd6,0.07811186671971852
Hps4,0.07809072137115378
Srp68,0.07805206798774565
Prkcg,0.07804853302676537
Fnta,0.07804383315597298
Psmd5,0.07801724148784826
Ephb6,0.07801684799662001
Abce1,0.07801455602738053
Arl8a,0.07795720009279848
Srrm3,0.0778389164767113
Cxx1a,0.07781184037225906
Lactb2,0.07777874599453677
Ubl3,0.07776540915136862
Vcp-rs,0.0777259544209253
Hspe1,0.07769234027678232
Gm19410,0.077636023180392
Unc79,0.07762350543916378
Cops3,0.0776136726597953
Gm4691,0.07760513153596212
Etv3,0.07755917676886523
Zmym2,0.07738336200119829
Mat2a,0.07737848582310419
Gtf2a1,0.07734283505691138
Dok5,0.07734116423064102
Mia2,0.07726309915881
Stx7,0.07723266966336431
Hipk4,0.07721418960949814
Chmp1a,0.07717253044295316
Alg2,0.0771665809141449
Rpl24,0.07713527969912798
Rpsa-ps10,0.07712307460438307
Plppr4,0.07709557981679123
Dpysl4,0.07703846945780073
Nt5c3b,0.07701776097861947
Gdap1,0.07696161377330449
C230062I16Rik,0.07695798605885018
2810403A07Rik,0.07695373918241918
Ogt,0.07691847997514717
Trim3,0.07688119314982096
Pkn2,0.07684303566011606
Scoc,0.07682704800923724
Cdr2l,0.0768019324604074
Rnf4,0.07678029612825507
C230004F18Rik,0.07670321342723818
Pdgfa,0.07658831373742839
Chd6,0.07655602369869556
Fam134b,0.07649213217293775
Hspa8,0.0764842426357154
5730455P16Rik,0.07641982596048584
Dab2ip,0.07635289703939724
Epdr1,0.07634849612971994
Mat2b,0.07633237051373756
Gpatch11,0.07630243374922051
Rcl1,0.07624767536819436
Nsfl1c,0.0762259676138146
Eif3g,0.0761968435454871
Sem1,0.07618889071519229
Ring1,0.07614959155310476
Pithd1,0.07614399325015941
Itpka,0.07612562364536975
Ralgps2,0.07611050676209663
6430548M08Rik,0.07609329348050671
Med30,0.07604712241566
Rbm33,0.07602879282411949
Jun,0.0759727119032004
Efr3a,0.07591865951811415
Ift122,0.07587987795846256
Mei1,0.07583850110131905
Gpx1,0.07581159927849711
Mettl23,0.07572302958629906
Ube2m,0.07564430896977864
Amz2,0.07563801013991377
Tmf1,0.07560958038254655
Kmt2e,0.07559984151340468
Egr4,0.07555919644175452
Wdr61,0.07554009067165725
Cebpg,0.07552897014715236
Zfp580,0.07540195676438213
Zdhhc17,0.07539138202490236
Gm10874,0.07534654913202118
Dnttip2,0.07533867148150253
Mfsd5,0.07533608821075477
Fahd2a,0.0753269557604879
Nfil3,0.0753182663802282
Zfp512,0.0753084206053048
Cox6c,0.07524903103025839
Fubp3,0.07523856028333183
Zc3h13,0.07522170198370176
Cmtm4,0.07516211932245628
Gde1,0.07514623737114581
Thumpd1,0.07513207007339504
A830036E02Rik,0.07510442741160021
Mtus2,0.07503444466986572
Pclo,0.07502880417692834
Pcdh9,0.07486463583218278
Mapk1ip1l,0.07484951032966394
Aen,0.07478709184843817
Dync1li1,0.07474812124721182
Crbn,0.07471241751849342
Strbp,0.07469456749395188
Snu13,0.0746765849113434
Pfdn1,0.07463777402889045
C1qtnf4,0.07459613885466873
Tmed4,0.07455745243151199
Fhl2,0.074555927246208
Gm20721,0.07444078681239827
Malsu1,0.07443781650778761
Tagln3,0.0744168806753927
Rsl24d1,0.07440103397714058
Ikbkap,0.07437956915358213
Cirbp,0.07429117637210234
Mpped2,0.0742897846321285
Eif1,0.07426262520480617
Utp18,0.07424098894319935
Lrrc4b,0.07419740797177464
Abhd8,0.07418657737400045
Gm4366,0.07418109201713542
Dtl,0.0741808789115076
Nsg2,0.07416333737106459
3110053B16Rik,0.07413882116697594
Fbxo16,0.07413420652161176
Jade2,0.0741130795029145
Skiv2l2,0.07408909985362326
Cdk14,0.07404590675804967
Kcnh3,0.07402371522269613
Stxbp5l,0.07399438518380368
Mesdc2,0.07393775685520755
Camk4,0.0739289696126655
Magi1,0.07392275203967855
Mcmbp,0.07391579499564521
Rnf121,0.07389278749179144
Tmem256,0.07389213133576887
Exoc3,0.07386112033359472
Sart1,0.07385229633562483
Triqk,0.0738218414731544
Gadl1,0.0738146539859581
Gm8326,0.07379492769899164
Rn18s-rs5,0.07377778444998208
Fbxw11,0.07377168744465078
Tet2,0.07375343875777964
Ngrn,0.07373377184674441
Mrpl32,0.07369666353277948
Nrcam,0.07360351152320967
Oprk1,0.07359635138669506
Gm5855,0.07358454221766932
Gm4149,0.07356652061180811
Emc10,0.07356470206498515
Prpf8,0.07354862506037413
Ccdc28b,0.0735461001443944
Fbxo9,0.07354359543241593
Anp32a,0.07353895509411622
Cst3,0.07353570998560735
Ndufs8,0.07347504769610673
Tmem245,0.07343028553238033
Fkrp,0.07339552783698963
Tmx1,0.07337968366484632
Fam96b,0.07330581815204772
Mdp1,0.07329275004827993
Rnf167,0.07323786561421074
Hnrnpa3,0.07313875084204083
Shisa5,0.07313169747834365
Ywhae,0.07303490364656876
Abca5,0.07295721007708117
Emg1,0.07295352868111096
Cep83os,0.07294049010927937
Kctd16,0.07294017600036679
Ctbp1,0.07293720563803047
Gm5844,0.07289225113623486
mt-Co1,0.07288867898107622
Eno1,0.0728775616444703
Myrip,0.07278803751072072
Rplp2,0.07278220874429024
Ubfd1,0.07278183308760885
Mrpl48,0.07276895479085527
Kdm4c,0.07274282373147288
Spag9,0.0727244094598632
Taok2,0.07271209518913768
Ldhb,0.07270132435674997
Adora1,0.0726765144485817
Pbx1,0.07267380956187236
Bdh1,0.07266856414204136
Usp15,0.07266391311203477
Mn1,0.07262248162142354
Bcap29,0.07260880590780598
Mrm3,0.07244515797999375
Coro1a,0.07242633827769956
Tsc22d3,0.07241102674371439
B2m,0.07240511876399063
Slc7a6os,0.07239927145969906
Dhx36,0.07236491563506742
