colnames.combined.counts.
FC_pos_p1_N15_S54_mouse2
FC_pos_p1_K8_S278_mouse2
FC_neg_p2_N19_S126_mouse2
FC_pos_p10_O1_S295_mouse2
FC_neg_p3_J22_S105_mouse2
FC_pos_p1_L17_S10_mouse2
FC_pos_p1_L10_S3_mouse2
FC_pos_p1_F13_S168_mouse2
FC_neg_p3_F22_S13_mouse2
FC_pos_p1_F19_S174_mouse2
FC_pos_p1_H11_S212_mouse2
FC_pos_p1_F8_S163_mouse2
FC_pos_p1_O23_S85_mouse2
FC_pos_p1_M18_S34_mouse2
FC_pos_p1_G21_S199_mouse2
FC_neg_p2_F5_S228_mouse2
FC_pos_p1_K12_S282_mouse2
FC_pos_p1_N20_S59_mouse2
FC_pos_p10_G10_S120_mouse2
FC_neg_p3_B21_S220_mouse2
FC_neg_p3_A20_S196_mouse2
FC_pos_p1_L8_S1_mouse2
FC_neg_p2_L16_S77_mouse2
FC_neg_p3_N8_S183_mouse2
FC_pos_p10_H10_S143_mouse2
FC_pos_p1_M13_S29_mouse2
FC_pos_p1_J5_S252_mouse2
FC_neg_p2_H14_S283_mouse2
FC_pos_p1_N5_S44_mouse2
FC_pos_p1_G4_S182_mouse2
FC_pos_p10_A2_S274_mouse2
FC_neg_p3_B14_S213_mouse2
FC_pos_p1_E19_S151_mouse2
FC_neg_p2_M18_S102_mouse2
FC_neg_p2_F20_S243_mouse2
FC_pos_p1_P11_S96_mouse2
FC_pos_p10_D11_S52_mouse2
FC_neg_p3_I16_S76_mouse2
FC_neg_p2_A3_S111_mouse2
FC_pos_p1_D21_S130_mouse2
FC_pos_p1_N6_S45_mouse2
FC_neg_p2_O15_S145_mouse2
FC_pos_p1_C18_S104_mouse2
FC_neg_p2_K2_S40_mouse2
FC_neg_p2_E21_S221_mouse2
FC_neg_p3_P13_S234_mouse2
FC_pos_p10_H11_S144_mouse2
FC_pos_p10_P4_S21_mouse2
FC_pos_p10_B6_S1_mouse2
FC_pos_p10_E3_S67_mouse2
FC_pos_p10_O4_S298_mouse2
FC_pos_p10_D6_S47_mouse2
FC_pos_p10_P3_S20_mouse2
FC_pos_p1_C11_S97_mouse2
FC_pos_p10_B3_S298_mouse2
FC_pos_p10_K6_S208_mouse2
FC_pos_p10_C10_S28_mouse2
FC_pos_p1_C12_S98_mouse2
FC_pos_p1_K15_S285_mouse2
FC_pos_p10_J6_S185_mouse2
FC_pos_p10_L1_S226_mouse2
FC_pos_p1_G17_S195_mouse2
FC_pos_p10_M8_S256_mouse2
FC_pos_p10_O8_S2_mouse2
FC_pos_p10_A11_S283_mouse2
FC_pos_p10_E10_S74_mouse2
FC_neg_p3_J14_S97_mouse2
FC_pos_p10_I8_S164_mouse2
FC_neg_p3_O10_S208_mouse2
FC_pos_p1_H5_S206_mouse2
FC_pos_p10_P10_S27_mouse2
FC_pos_p10_F8_S95_mouse2
FC_pos_p10_J5_S184_mouse2
FC_pos_p10_P12_S29_mouse2
FC_pos_p10_I9_S165_mouse2
FC_pos_p10_H1_S134_mouse2
FC_pos_p10_N8_S279_mouse2
FC_neg_p3_G15_S29_mouse2
FC_pos_p1_K2_S272_mouse2
FC_neg_p3_D18_S263_mouse2
FC_pos_p1_L15_S8_mouse2
FC_pos_p1_I4_S228_mouse2
FC_neg_p3_L23_S152_mouse2
FC_neg_p3_M1_S153_mouse2
FC_neg_p2_N3_S110_mouse2
FC_neg_p3_K15_S121_mouse2
FC_neg_p3_D8_S253_mouse2
FC_neg_p2_K14_S52_mouse2
FC_neg_p2_P9_S162_mouse2
FC_neg_p3_N9_S184_mouse2
FC_neg_p2_I6_S298_mouse2
FC_pos_p1_B5_S68_mouse2
FC_pos_p1_D6_S115_mouse2
FC_neg_p3_G3_S17_mouse2
FC_neg_p2_A19_S127_mouse2
FC_neg_p3_H14_S51_mouse2
FC_neg_p3_K4_S110_mouse2
FC_pos_p1_N14_S53_mouse2
FC_neg_p2_K23_S61_mouse2
FC_pos_p1_J16_S263_mouse2
FC_neg_p2_P22_S175_mouse2
FC_neg_p3_H11_S48_mouse2
FC_neg_p3_P3_S224_mouse2
FC_neg_p3_G20_S34_mouse2
FC_pos_p1_J10_S257_mouse2
FC_pos_p1_L3_S296_mouse2
FC_neg_p2_H9_S278_mouse2
FC_pos_p1_C4_S90_mouse2
FC_pos_p1_G1_S179_mouse2
FC_pos_p1_B13_S76_mouse2
FC_neg_p3_B2_S201_mouse2
FC_neg_p2_O12_S142_mouse2
FC_neg_p2_I7_S299_mouse2
FC_pos_p1_A8_S48_mouse2
FC_neg_p2_H2_S271_mouse2
FC_pos_p1_D17_S126_mouse2
FC_neg_p3_L21_S150_mouse2
FC_pos_p1_J21_S268_mouse2
FC_pos_p10_L10_S235_mouse2
FC_pos_p1_L2_S295_mouse2
FC_pos_p1_M7_S23_mouse2
FC_neg_p3_N2_S177_mouse2
FC_pos_p1_E10_S142_mouse2
FC_neg_p2_F8_S231_mouse2
FC_pos_p1_O14_S76_mouse2
FC_pos_p1_H21_S222_mouse2
FC_pos_p1_O9_S71_mouse2
FC_pos_p1_H6_S207_mouse2
FC_pos_p10_L8_S233_mouse2
FC_neg_p2_B11_S142_mouse2
FC_neg_p2_C20_S174_mouse2
FC_pos_p10_B9_S4_mouse2
FC_neg_p3_M19_S171_mouse2
FC_pos_p1_E2_S134_mouse2
FC_pos_p10_E9_S73_mouse2
FC_pos_p1_O22_S84_mouse2
FC_neg_p3_O22_S220_mouse2
FC_pos_p1_H12_S213_mouse2
FC_pos_p10_K9_S211_mouse2
FC_pos_p1_D16_S125_mouse2
FC_neg_p2_K22_S60_mouse2
FC_neg_p2_J12_S27_mouse2
FC_pos_p1_L18_S11_mouse2
FC_pos_p1_I16_S240_mouse2
FC_neg_p2_K15_S53_mouse2
FC_neg_p2_E22_S222_mouse2
FC_neg_p2_A5_S113_mouse2
FC_neg_p2_D19_S196_mouse2
FC_neg_p3_M20_S172_mouse2
FC_pos_p1_B21_S84_mouse2
FC_pos_p1_P2_S87_mouse2
FC_neg_p2_O3_S133_mouse2
FC_neg_p2_A21_S129_mouse2
FC_pos_p1_B6_S69_mouse2
FC_neg_p2_J21_S36_mouse2
FC_pos_p1_N23_S62_mouse2
FC_pos_p1_M19_S35_mouse2
FC_neg_p3_P9_S230_mouse2
FC_pos_p10_D4_S45_mouse2
FC_pos_p1_J22_S269_mouse2
FC_neg_p3_B9_S208_mouse2
FC_pos_p10_N11_S282_mouse2
FC_pos_p1_H22_S223_mouse2
FC_neg_p3_B19_S218_mouse2
FC_neg_p2_E19_S219_mouse2
FC_neg_p3_H1_S38_mouse2
FC_neg_p2_E7_S207_mouse2
FC_pos_p1_G10_S188_mouse2
FC_neg_p3_F14_S5_mouse2
FC_pos_p1_O6_S68_mouse2
FC_pos_p1_E3_S135_mouse2
FC_neg_p2_G20_S266_mouse2
FC_neg_p3_O17_S215_mouse2
FC_neg_p2_N20_S127_mouse2
FC_pos_p1_F5_S160_mouse2
FC_neg_p3_L20_S149_mouse2
FC_neg_p3_D17_S262_mouse2
FC_pos_p1_E4_S136_mouse2
FC_neg_p2_D11_S188_mouse2
FC_pos_p1_M15_S31_mouse2
FC_pos_p10_K4_S206_mouse2
FC_pos_p10_F11_S98_mouse2
FC_pos_p1_A3_S43_mouse2
FC_neg_p3_A15_S191_mouse2
FC_neg_p2_E17_S217_mouse2
FC_pos_p1_F11_S166_mouse2
FC_neg_p3_C7_S229_mouse2
FC_neg_p2_O19_S149_mouse2
FC_pos_p10_J10_S189_mouse2
FC_neg_p2_A7_S115_mouse2
FC_pos_p10_P5_S22_mouse2
FC_neg_p2_K11_S49_mouse2
FC_neg_p2_J6_S21_mouse2
FC_neg_p2_M6_S90_mouse2
FC_neg_p3_D10_S255_mouse2
FC_neg_p2_O18_S148_mouse2
FC_pos_p1_J1_S248_mouse2
FC_neg_p2_P7_S160_mouse2
FC_neg_p3_D16_S261_mouse2
FC_neg_p2_B22_S153_mouse2
FC_neg_p3_A1_S177_mouse2
FC_neg_p2_H11_S280_mouse2
FC_neg_p3_J2_S85_mouse2
FC_pos_p1_D8_S117_mouse2
FC_pos_p1_P12_S97_mouse2
FC_pos_p10_O11_S5_mouse2
FC_pos_p1_J13_S260_mouse2
FC_pos_p10_L4_S229_mouse2
FC_neg_p3_E10_S278_mouse2
FC_neg_p2_G23_S269_mouse2
FC_neg_p3_C4_S226_mouse2
FC_pos_p1_N9_S48_mouse2
FC_neg_p2_L7_S68_mouse2
FC_neg_p3_F4_S295_mouse2
FC_neg_p2_A10_S118_mouse2
FC_pos_p1_A17_S57_mouse2
FC_pos_p1_H4_S205_mouse2
FC_pos_p1_G19_S197_mouse2
FC_neg_p3_C11_S233_mouse2
FC_neg_p3_M8_S160_mouse2
FC_neg_p2_M13_S97_mouse2
FC_neg_p3_J19_S102_mouse2
FC_pos_p1_L21_S14_mouse2
FC_neg_p2_P10_S163_mouse2
FC_pos_p1_D22_S131_mouse2
FC_neg_p3_A22_S198_mouse2
FC_pos_p1_J4_S251_mouse2
FC_pos_p1_O5_S67_mouse2
FC_neg_p3_I22_S82_mouse2
FC_pos_p1_B8_S71_mouse2
FC_neg_p3_C20_S242_mouse2
FC_neg_p2_L17_S78_mouse2
FC_neg_p3_I21_S81_mouse2
FC_pos_p1_K20_S290_mouse2
FC_neg_p2_P16_S169_mouse2
FC_pos_p10_M2_S250_mouse2
FC_neg_p2_B10_S141_mouse2
FC_neg_p3_N15_S190_mouse2
FC_pos_p1_E9_S141_mouse2
FC_pos_p1_O17_S79_mouse2
FC_neg_p2_L15_S76_mouse2
FC_neg_p3_C19_S241_mouse2
FC_neg_p2_I23_S15_mouse2
FC_neg_p2_A22_S130_mouse2
FC_neg_p3_M12_S164_mouse2
FC_neg_p3_N19_S194_mouse2
FC_neg_p2_N13_S120_mouse2
FC_neg_p3_O9_S207_mouse2
FC_neg_p3_J15_S98_mouse2
FC_neg_p3_D19_S264_mouse2
FC_pos_p1_H9_S210_mouse2
FC_pos_p10_P8_S25_mouse2
FC_pos_p1_L4_S297_mouse2
FC_pos_p1_L22_S15_mouse2
FC_neg_p3_C2_S224_mouse2
FC_neg_p2_K21_S59_mouse2
FC_neg_p2_O10_S140_mouse2
FC_neg_p2_O16_S146_mouse2
FC_pos_p1_M21_S37_mouse2
FC_pos_p1_D13_S122_mouse2
FC_neg_p3_I23_S83_mouse2
FC_pos_p10_D7_S48_mouse2
FC_pos_p1_J7_S254_mouse2
FC_neg_p3_F12_S3_mouse2
FC_pos_p1_G7_S185_mouse2
FC_pos_p1_G23_S201_mouse2
FC_pos_p1_F16_S171_mouse2
FC_pos_p1_M9_S25_mouse2
FC_neg_p2_L11_S72_mouse2
FC_pos_p1_A10_S50_mouse2
FC_neg_p2_L4_S65_mouse2
FC_pos_p1_O10_S72_mouse2
FC_neg_p3_I4_S64_mouse2
FC_pos_p1_M17_S33_mouse2
FC_neg_p2_K6_S44_mouse2
FC_pos_p1_L19_S12_mouse2
FC_neg_p2_H17_S286_mouse2
FC_neg_p2_L19_S80_mouse2
FC_pos_p1_A13_S53_mouse2
FC_neg_p2_C8_S162_mouse2
FC_pos_p1_H19_S220_mouse2
FC_neg_p3_E22_S290_mouse2
FC_pos_p1_A21_S61_mouse2
FC_pos_p1_C19_S105_mouse2
FC_neg_p2_I9_S1_mouse2
FC_pos_p1_J12_S259_mouse2
FC_neg_p2_M1_S85_mouse2
FC_pos_p1_B10_S73_mouse2
FC_pos_p1_L9_S2_mouse2
FC_pos_p1_F10_S165_mouse2
FC_pos_p1_H15_S216_mouse2
FC_pos_p1_F4_S159_mouse2
FC_pos_p1_H8_S209_mouse2
FC_neg_p2_C15_S169_mouse2
FC_neg_p3_J17_S100_mouse2
FC_pos_p1_F21_S176_mouse2
FC_pos_p1_I6_S230_mouse2
FC_pos_p1_G14_S192_mouse2
FC_neg_p3_C10_S232_mouse2
FC_pos_p1_I8_S232_mouse2
FC_neg_p3_B7_S206_mouse2
FC_neg_p3_N6_S181_mouse2
FC_pos_p1_P10_S95_mouse2
FC_pos_p1_K21_S291_mouse2
FC_pos_p1_A22_S62_mouse2
FC_pos_p1_B9_S72_mouse2
FC_pos_p1_O2_S64_mouse2
FC_neg_p2_A9_S117_mouse2
FC_pos_p1_F12_S167_mouse2
FC_pos_p1_C22_S108_mouse2
FC_pos_p1_C5_S91_mouse2
FC_pos_p1_M8_S24_mouse2
FC_pos_p1_D5_S114_mouse2
FC_neg_p2_C4_S158_mouse2
FC_pos_p1_H18_S219_mouse2
FC_pos_p10_J3_S182_mouse2
FC_neg_p3_M11_S163_mouse2
FC_neg_p2_G12_S258_mouse2
FC_pos_p1_C16_S102_mouse2
FC_pos_p1_H16_S217_mouse2
FC_neg_p3_K20_S126_mouse2
FC_pos_p1_C10_S96_mouse2
FC_pos_p1_F6_S161_mouse2
FC_neg_p2_B7_S138_mouse2
FC_neg_p3_O21_S219_mouse2
FC_pos_p1_K14_S284_mouse2
FC_pos_p1_O19_S81_mouse2
FC_pos_p1_G5_S183_mouse2
FC_pos_p1_A16_S56_mouse2
FC_pos_p10_H4_S137_mouse2
FC_pos_p1_L11_S4_mouse2
FC_pos_p1_N16_S55_mouse2
FC_pos_p10_E1_S65_mouse2
FC_neg_p2_D16_S193_mouse2
FC_pos_p1_J17_S264_mouse2
FC_pos_p1_E15_S147_mouse2
FC_pos_p1_M20_S36_mouse2
FC_pos_p1_D20_S129_mouse2
FC_neg_p3_O14_S212_mouse2
FC_pos_p1_I10_S234_mouse2
FC_pos_p1_M23_S39_mouse2
FC_pos_p1_D23_S132_mouse2
FC_neg_p2_K3_S41_mouse2
FC_pos_p10_A1_S273_mouse2
FC_pos_p1_N12_S51_mouse2
FC_neg_p3_N17_S192_mouse2
FC_pos_p1_L14_S7_mouse2
FC_pos_p1_I21_S245_mouse2
FC_pos_p1_I5_S229_mouse2
FC_pos_p1_I15_S239_mouse2
FC_pos_p1_P22_S107_mouse2
FC_neg_p3_A12_S188_mouse2
FC_pos_p1_D11_S120_mouse2
FC_pos_p1_B12_S75_mouse2
FC_neg_p2_B3_S134_mouse2
FC_neg_p2_I10_S2_mouse2
FC_pos_p10_G1_S111_mouse2
FC_pos_p1_J20_S267_mouse2
FC_pos_p1_H7_S208_mouse2
FC_pos_p1_O11_S73_mouse2
FC_pos_p1_B22_S85_mouse2
FC_pos_p1_L7_S300_mouse2
FC_neg_p2_O21_S151_mouse2
FC_pos_p1_C7_S93_mouse2
FC_pos_p1_E21_S153_mouse2
FC_pos_p1_I18_S242_mouse2
FC_pos_p10_J2_S181_mouse2
FC_pos_p1_B16_S79_mouse2
FC_neg_p3_C16_S238_mouse2
FC_neg_p3_H22_S59_mouse2
FC_pos_p1_G12_S190_mouse2
FC_neg_p3_C3_S225_mouse2
FC_pos_p1_A7_S47_mouse2
FC_neg_p3_B4_S203_mouse2
FC_neg_p2_A17_S125_mouse2
FC_pos_p1_P15_S100_mouse2
FC_pos_p1_J19_S266_mouse2
FC_pos_p1_C8_S94_mouse2
FC_pos_p1_F7_S162_mouse2
FC_pos_p1_J11_S258_mouse2
FC_pos_p1_A9_S49_mouse2
FC_neg_p3_H19_S56_mouse2
FC_neg_p3_D21_S266_mouse2
FC_pos_p1_I20_S244_mouse2
FC_pos_p1_E20_S152_mouse2
FC_pos_p1_G16_S194_mouse2
FC_neg_p3_K13_S119_mouse2
FC_pos_p1_N19_S58_mouse2
FC_pos_p10_L7_S232_mouse2
FC_pos_p1_G6_S184_mouse2
FC_pos_p1_O4_S66_mouse2
FC_pos_p1_G11_S189_mouse2
FC_pos_p1_I7_S231_mouse2
FC_pos_p1_F23_S178_mouse2
FC_pos_p1_E16_S148_mouse2
FC_pos_p1_P6_S91_mouse2
FC_neg_p3_K14_S120_mouse2
FC_pos_p1_F22_S177_mouse2
FC_neg_p3_I2_S62_mouse2
FC_pos_p1_A23_S63_mouse2
FC_neg_p3_B11_S210_mouse2
FC_neg_p3_F19_S10_mouse2
FC_pos_p1_B19_S82_mouse2
FC_pos_p1_O18_S80_mouse2
FC_pos_p1_O7_S69_mouse2
FC_pos_p1_K5_S275_mouse2
FC_pos_p1_C6_S92_mouse2
FC_pos_p1_N21_S60_mouse2
FC_pos_p1_E7_S139_mouse2
FC_pos_p1_P9_S94_mouse2
FC_pos_p1_K22_S292_mouse2
FC_pos_p10_F5_S92_mouse2
FC_neg_p2_P15_S168_mouse2
FC_pos_p10_O6_S300_mouse2
FC_pos_p1_H10_S211_mouse2
FC_pos_p10_D8_S49_mouse2
FC_pos_p10_M1_S249_mouse2
FC_pos_p10_A5_S277_mouse2
FC_pos_p10_O7_S1_mouse2
FC_pos_p10_N6_S277_mouse2
FC_pos_p10_J4_S183_mouse2
FC_pos_p10_N5_S276_mouse2
FC_neg_p3_J13_S96_mouse2
FC_pos_p1_O1_S63_mouse2
FC_neg_p2_P2_S155_mouse2
FC_neg_p2_E15_S215_mouse2
FC_pos_p10_C8_S26_mouse2
FC_pos_p1_K10_S280_mouse2
FC_pos_p10_O9_S3_mouse2
FC_pos_p10_K5_S207_mouse2
FC_pos_p1_P7_S92_mouse2
FC_pos_p1_E8_S140_mouse2
FC_pos_p10_J7_S186_mouse2
FC_pos_p10_D10_S51_mouse2
FC_pos_p10_G9_S119_mouse2
FC_pos_p10_M6_S254_mouse2
FC_pos_p10_A3_S275_mouse2
